id,title,type,author,author_link,blood_magic,uploaded_at,last_updated,intro,pokemon_1,bloodline_1,nature_1,talents_1,skills_1,pokemon_2,bloodline_2,nature_2,talents_2,skills_2,pokemon_3,bloodline_3,nature_3,talents_3,skills_3,pokemon_4,bloodline_4,nature_4,talents_4,skills_4,pokemon_5,bloodline_5,nature_5,talents_5,skills_5,pokemon_6,bloodline_6,nature_6,talents_6,skills_6,parse_ok,warnings
53169acaf01ee0a80e36d4568084a9fe,慢速队,pvp,1e3,,强化术,2026-4-20,2026-4-20,萌萌哒的胃袋们猛猛打,布克棱岩,冰,平和,"生命,物攻,物防",地刺;雪替身;岩土暴击;沙涌,瞌睡王,恶,平和,"生命,物攻,物防",斩断;气沉丹田;有效预防;能量刃,罗隐,火,平和,"生命,物攻,物防",鸣沙陷阱;地刺;泥浆铠甲;贪婪,魔力猫,水,沉默,"生命,物防,魔防",酶浓度调整;光合作用;光能聚集;移花接木,帕帕斯卡,火,固执,"生命,物攻,速度",钢铁洪流;齿轮扭矩;俯冲猛击;倾泻,圣剑-X,电,平和,"生命,物攻,物防",轴承支撑;地陷;齿轮切开;鸣沙陷阱,True,
5de850101144da3d27106bdd3f4692d9,自爆阴人狼,pvp,暖暖more,,强化术,2026-4-20,2026-4-20,阴你没商量,恶魔狼,草,急躁,"生命,物攻,速度",蝙蝠;力量增效;先发制人;吞噬,黑猫巫师,萌,保守,"生命,魔攻,速度",魔能爆;彗星;嘲弄;嗜痛,寂灭骨龙,龙,慎重,"生命,物防,魔防",穿膛;坟场搏击;有效预防;借用,卡瓦重（雪山附近的样子）,冰,天真,"生命,物防,速度",速冻;冰雹;富养化;筛管奔流,音速犬,电,开朗,"物攻,物防,速度",热身;灼伤;焚烧烙印;当头棒喝,秩序鱿墨,翼,开朗,"生命,物攻,速度",风墙;能量刃;超级糖果;惊吓盒子,True,
8fd800f5e3239fc5264e8e158205edd4,1,pvp,1,,进化之力,2026-4-20,2026-4-20,1,冰钻布鲁斯,冰,固执,"生命,物攻,速度",有效预防;偷袭;先发制人;冰雹,恶魔狼,首领,开朗,"生命,物攻,速度",有效预防;先发制人;当头棒喝;吞噬,黑猫巫师,普通,保守,"生命,魔攻,速度",魔法增效;嗜痛;魔能爆;彗星,寂灭骨龙,武,固执,"生命,物攻,速度",吓退;降灵;电弧;隼鳞,咔咔鸟,普通,胆小,"生命,物攻,速度",暴风眼;音波弹;追打;聚盐,卡瓦重（雪山附近的样子）,冰,开朗,"生命,物攻,速度",晒太阳;速冻;富养化;筛管奔流,True,
f5f0685f132303bad807fac678464f5b,独角大运平衡队,pvp,幺零幺林滮,,进化之力,2026-4-20,2026-4-20,如图所示,白金独角兽,首领,胆小,"生命,魔攻,速度",折射;回旋风暴;追打;气泡,寂灭骨龙,龙,固执,"生命,物攻,速度",隼鳞;幻象;偷袭;吓退,岚鸟（夏天的样子）,首领,开朗,"生命,物攻,速度",力量增效;先发制人;闪击;有效预防,圣羽翼王,翼,开朗,"生命,物攻,速度",闪击;防御;力量增效;疾风连袭,兽花蕾,萌,紧张,"生命,物防,魔防",退化;飞羽;移花接木;叶绿光束,圆号鱼,萌,沉默,"生命,物防,魔防",泡沫幻影;打湿;水炮;甜心续航,True,
0c0fb02f83101857fe3ea1450436c54f,雪天轮转队,pvp,DD,,进化之力,2026-4-19,2026-4-19,雪影娃娃首领化，压力不大开雪天，压力大就冰墙然后换雪人或者狐仙，雪人掩护换回娃娃叠冰冻，抽空用锤头鹳迅捷上冰冻或者狐仙高温回火磨血，对带有冻结的单位，月牙雪熊和法师手通过被动进行收割,锤头鹳,冰,开朗,"生命,物攻,速度",霜降;晒太阳;羽翼庇护;疾风刺,画间法师手,普通,胆小,"生命,魔攻,速度",先发制人;突袭;有效预防;大爆炸,尖嘴狐仙,冰,胆小,"生命,魔攻,速度",高温回火;冰墙;焚烧烙印;冷风,雪巨人,虫,固执,"生命,物攻,魔防",偷袭;掩护;有效预防;一拳,雪影娃娃,首领,开朗,"生命,物攻,速度",冬至;冰墙;暴风雪;借用,月牙雪熊,翼,胆小,"生命,物防,速度",先发制人;风墙;暴风雪;吓退,True,
14a00210c2955d4e8c81716dc98b07d6,传统轮换毒队,pvp,白色乌托邦,,进化之力,2026-4-19,2026-4-19,传统轮换毒，需要较强的能力,海豹船长,武,勇敢,"生命,物攻,物防",听桥;斩断;水刃;有效预防,厉毒修萝,武,开朗,"生命,物攻,速度",三连破;缠丝劲;趁火打劫;防御,琉璃水母,毒,沉默,"生命,物防,魔防",洗礼;泡沫幻影;天洪;鸩毒,迷迷箱怪,幻,冷静,"生命,魔攻,物防",双星;啮合传递;齿轮切开;错乱,千棘盔（本来的样子）,首领,平和,"生命,物防,魔防",毒雾;泡沫幻影;打湿;毒液渗透,裘卡,毒,开朗,"生命,物攻,速度",阻断;腐化;毒囊;剧毒,True,
605622fd1ac9a3172ca659ad36b56ff1,兽花蕾平衡队,pvp,兽花蕾平衡队,,进化之力,2026-4-19,2026-4-19,兽花蕾平衡队,白金独角兽,首领,胆小,"生命,物攻,速度",折射;虹光冲击;防御;气泡,贝古斯,翼,固执,"生命,物攻,速度",易燃物质;焚烧烙印;磁暴;能量守恒,画间沉铁兽,武,固执,"生命,物攻,速度",截拳;力量增效;有效预防;先发制人,寂灭骨龙,幽,固执,"生命,物攻,速度",隼鳞;先发制人;吓退;偷袭,兽花蕾,光,紧张,"生命,物防,魔防",镜像反射;移花接木;叶绿光束;退化,音速犬,首领,固执,"生命,物攻,速度",流星火雨;过载回路;跌落;防御,True,
6b6459c823d6cea6263d82931b6b69d6,烈火平衡,pvp,记忆棉,,强化术,2026-4-19,2026-4-19,自用,红绒十字,火,沉默,"生命,物防,魔防",焚烧烙印;赤子之心;火焰护盾;除厄,瞌睡王,普通,淘气,"物攻,物防,魔防",斩断;气沉丹田;有效预防;能量刃,烈火守护,火,固执,"生命,物攻,物防",双响炮;偷袭;彼岸之手;有效预防,兽花蕾,光,狂妄,"生命,魔攻,魔防",徒长;移花接木;晒太阳;叶绿光束,水泡壳（蜕皮时的样子）,虫,保守,"生命,魔攻,魔防",酶浓度调整;掩护;天洪;洗礼,针叶巡林,草,固执,"生命,物攻,物防",光合作用;地刺;防御;顶端优势,True,
0087cc661740ba1dc97a0777e57f8755,电企鹅1223,pvp,11122223333,,进化之力,2026-4-18,2026-4-18,电企鹅1223电企鹅1223,电企鹅,虫,胆小,"生命,魔攻,速度",冰锋横扫;掩护;感电;过载回路,寂灭骨龙,武,固执,"生命,物攻,速度",隼鳞;偷袭;吓退;先发制人,帕帕斯卡,翼,固执,"生命,物攻,速度",俯冲猛击;轴承支撑;钢铁洪流;倾泻,绒光优优,火,胆小,"生命,魔攻,速度",硬化;天光;引燃;热砂,雪影娃娃,首领,紧张,"生命,魔攻,物防",暴风雪;冰墙;击鼓传花;赤子之心,圆号鱼,翼,沉默,"生命,物防,魔防",羽化加速;洗礼;水炮;泡沫幻影,True,
12b9b9122e8797c6c7d098c6abb0a2eb,平衡应对受,pvp,HolseLee,,强化术,2026-4-18,2026-4-18,圆号鱼用于挂湿润（中期配合甜心续航打联防干扰），然后上草鹿或者骨龙消耗对方，鱿太人联防，波多西和海豹通常后期上场收割，也能提前上打对方节奏,波多西,电,开朗,"生命,物攻,魔防",壁垒;啮合传递;地刺;齿轮扭矩,海豹船长,武,平和,"物攻,物防,速度",力量增效;斩断;听桥;水刃,寂灭骨龙,龙,慎重,"物攻,物防,魔防",吓退;偷袭;电弧;隼鳞,圆号鱼,萌,平和,"生命,物防,魔防",洗礼;打湿;水炮;甜心续航,针叶巡林,草,固执,"生命,物攻,物防",防御;截拳;能量刃;抽枝,秩序鱿墨,翼,开朗,"物攻,物防,速度",风墙;能量刃;超级糖果;惊吓盒子,True,
345afc13827ac38a7c5edd880cb2fbec,123,pvp,123,,强化术,2026-4-18,2026-4-18,123,红绒十字,普通,沉着,"生命,魔攻,魔防",赤子之心;除厄;火焰护盾;焚烧烙印,瞌睡王,普通,平和,"生命,物防,魔防",斩断;气沉丹田;有效预防;能量刃,烈火守护,龙,淘气,"生命,物防,魔防",双响炮;偷袭;彼岸之手;有效预防,兽花蕾,普通,狂妄,"生命,物防,魔防",徒长;移花接木;晒太阳;飞羽,水泡壳（蜕皮时的样子）,虫,沉着,"生命,物防,魔防",酶浓度调整;掩护;天洪;洗礼,针叶巡林,草,固执,"生命,物攻,物防",防御;光合作用;地刺;顶端优势,True,
36a33db7e2eb4688b8780dead158b753,1.0,pvp,jory,,进化之力,2026-4-18,2026-4-18,2026.4.18,恶魔狼,首领,开朗,"生命,物攻,速度",蝙蝠;有效预防;吞噬;闪燃,黑猫巫师,普通,保守,"生命,魔攻,速度",彗星;魔能爆;嗜痛;魔法增效,卡瓦重（雪山附近的样子）,冰,开朗,"物防,魔防,速度",筛管奔流;冰捆缚;速冻;冰雹,鳗尾兽,草,平和,"生命,物防,魔防",蓄势待发;酶浓度调整;地刺;遁地,权杖-Ⅴ,机械,平和,"生命,物防,魔防",钢铁洪流;轴承支撑;无畏之心;晒太阳,音速犬,火,开朗,"生命,物攻,速度",灼伤;焚烧烙印;跌落;当头棒喝,True,
44aa465bb480f7bc705a6921bcea98e0,火狗轮转队,pvp,无敌洛克大王,,强化术,2026-4-18,2026-4-18,依靠轮切火狗造成减员，帕帕斯卡的迅捷技能打出克制，以及良好的种族值，鱿彩再应对成功下，可以做的用气势一击秒人，果冻联防地武，小皮球联防水翼武，蝴蝶单管恶魔狼王,化蝶（平常的样子）,机械,紧张,"生命,魔攻,速度",防御;爆米花爆破;闪击;啮合传递,混乱鱿彩,武,孤僻,"生命,物攻,速度",双星;虚化;倾泻;气势一击,抹茶布丁,冰,保守,"生命,魔攻,速度",水炮;突袭;捧杀;洗礼,帕帕斯卡,地,固执,"生命,物攻,速度",俯冲猛击;齿轮扭矩;偷袭;倾泻,小皮球,地,胆小,"生命,魔攻,速度",大爆炸;吓退;加大功率;超导,音速犬,草,开朗,"生命,物攻,速度",偷袭;当头棒喝;流星火雨;跌落,True,
671572ac607263fc23726723702d12ae,电企鹅1223,pvp,11122223333,,进化之力,2026-4-18,2026-4-18,电企鹅1223电企鹅1223,电企鹅,虫,胆小,"生命,魔攻,速度",冰锋横扫;掩护;感电;过载回路,寂灭骨龙,武,固执,"生命,物攻,速度",隼鳞;偷袭;吓退;先发制人,帕帕斯卡,翼,固执,"生命,物攻,速度",俯冲猛击;轴承支撑;钢铁洪流;倾泻,绒光优优,火,胆小,"生命,魔攻,速度",硬化;天光;引燃;热砂,雪影娃娃,首领,紧张,"生命,魔攻,物防",暴风雪;冰墙;击鼓传花;赤子之心,圆号鱼,翼,沉默,"生命,物防,魔防",羽化加速;洗礼;水炮;泡沫幻影,True,
6af4cc10f562ea7c6447accef51b2504,火狗轮转队,pvp,无敌洛克大王,,强化术,2026-4-18,2026-4-18,依靠轮切火狗造成减员，帕帕斯卡的迅捷技能打出克制，以及良好的种族值，鱿彩再应对成功下，可以做的用气势一击秒人，果冻联防地武，小皮球联防水翼武，蝴蝶单管恶魔狼王,化蝶（平常的样子）,机械,紧张,"生命,魔攻,速度",防御;爆米花爆破;闪击;啮合传递,混乱鱿彩,武,孤僻,"生命,物攻,速度",双星;虚化;倾泻;气势一击,抹茶布丁,冰,保守,"生命,魔攻,速度",水炮;突袭;捧杀;洗礼,帕帕斯卡,地,固执,"生命,物攻,速度",俯冲猛击;齿轮扭矩;偷袭;倾泻,小皮球,地,胆小,"生命,魔攻,速度",大爆炸;吓退;加大功率;超导,音速犬,草,开朗,"生命,物攻,速度",偷袭;当头棒喝;流星火雨;跌落,True,
953c14097f2cd933ce574dbedd0660a8,电企鹅1223,pvp,11122223333,,进化之力,2026-4-18,2026-4-18,电企鹅1223电企鹅1223,电企鹅,虫,胆小,"生命,魔攻,速度",冰锋横扫;掩护;感电;过载回路,寂灭骨龙,武,固执,"生命,物攻,速度",隼鳞;偷袭;吓退;先发制人,帕帕斯卡,翼,固执,"生命,物攻,速度",俯冲猛击;轴承支撑;钢铁洪流;倾泻,绒光优优,火,胆小,"生命,魔攻,速度",硬化;天光;引燃;热砂,雪影娃娃,首领,紧张,"生命,魔攻,物防",暴风雪;冰墙;击鼓传花;赤子之心,圆号鱼,翼,沉默,"生命,物防,魔防",羽化加速;洗礼;水炮;泡沫幻影,True,
e14969a041be0d80a844c70f342209a0,1.0,pvp,jory,,进化之力,2026-4-18,2026-4-18,2026.4.18,恶魔狼,首领,开朗,"生命,物攻,速度",蝙蝠;有效预防;吞噬;闪燃,黑猫巫师,普通,保守,"生命,魔攻,速度",彗星;魔能爆;嗜痛;魔法增效,卡瓦重（雪山附近的样子）,冰,开朗,"物防,魔防,速度",筛管奔流;冰捆缚;速冻;冰雹,鳗尾兽,草,平和,"生命,物防,魔防",蓄势待发;酶浓度调整;地刺;遁地,权杖-Ⅴ,机械,平和,"生命,物防,魔防",钢铁洪流;轴承支撑;无畏之心;晒太阳,音速犬,火,开朗,"生命,物攻,速度",灼伤;焚烧烙印;跌落;当头棒喝,True,
fbb8008d78fd914195d895d36393d4cb,123,pvp,123,,强化术,2026-4-18,2026-4-18,123,红绒十字,普通,沉着,"生命,魔攻,魔防",赤子之心;除厄;火焰护盾;焚烧烙印,瞌睡王,普通,平和,"生命,物防,魔防",斩断;气沉丹田;有效预防;能量刃,烈火守护,龙,淘气,"生命,物防,魔防",双响炮;偷袭;彼岸之手;有效预防,兽花蕾,普通,狂妄,"生命,物防,魔防",徒长;移花接木;晒太阳;飞羽,水泡壳（蜕皮时的样子）,虫,沉着,"生命,物防,魔防",酶浓度调整;掩护;天洪;洗礼,针叶巡林,草,固执,"生命,物攻,物防",防御;光合作用;地刺;顶端优势,True,
a9a8ee0a73bf37906bec3bad3b9eec52,抽能,pvp,丁一郎,,进化之力,2026-4-17,2026-4-17,队如其名,寒音蛇（本来的样子）,毒,开朗,"生命,物攻,速度",示弱;撒娇;连续毒针;有效预防,花影羚羊,恶,平和,"生命,魔防,速度",隐藏条款;报复;勾魂;晒太阳,立方人,水,固执,"生命,物攻,速度",啮合传递;齿轮扭矩;轴承支撑;电弧,朔夜伊芙,幽,开朗,"生命,魔防,速度",隐藏条款;勾魂;恶意逃离;晒太阳,幽影树,首领,紧张,"生命,物防,魔防",勾魂;聚盐;虚化;穿膛,圆号鱼,水,沉默,"生命,物防,魔防",打湿;泡沫幻影;勾魂;水弹枪,True,
c3aeac8dab2b84f96e506b1717287b9b,1,pvp,1,,进化之力,2026-4-17,2026-4-17,1,白金独角兽,首领,胆小,"生命,魔攻,速度",折射;追打;气泡;回旋风暴,冰钻布鲁斯,冰,孤僻,"生命,物攻,速度",力量增效;先发制人;偷袭;冰雹,迪莫,武,天真,"生命,魔攻,速度",过曝;热砂;棘突;寒风吹,鸭吉吉（等一等鸭）,幻,稳重,"魔攻,物防,魔防",鼓劲;魔能爆;快速移动;伺机而动,鸭吉吉（紧实的样子）,幻,懒散,"魔攻,物防,魔防",魔法增效;音波弹;拍击;防御,鸭吉吉（蓬松的样子）,萌,淘气,"魔攻,物防,魔防",快速移动;吨位压制;热身运动;伺机而动,True,
e508bc8485c9e1926128918f95da7fb9,抽能,pvp,丁一郎,,进化之力,2026-4-17,2026-4-17,队如其名,寒音蛇（本来的样子）,毒,开朗,"生命,物攻,速度",示弱;撒娇;连续毒针;有效预防,花影羚羊,恶,平和,"生命,魔防,速度",隐藏条款;报复;勾魂;晒太阳,立方人,水,固执,"生命,物攻,速度",啮合传递;齿轮扭矩;轴承支撑;电弧,朔夜伊芙,幽,开朗,"生命,魔防,速度",隐藏条款;勾魂;恶意逃离;晒太阳,幽影树,首领,紧张,"生命,物防,魔防",勾魂;聚盐;虚化;穿膛,圆号鱼,水,沉默,"生命,物防,魔防",打湿;泡沫幻影;勾魂;水弹枪,True,
1637121c010de384ea6eff5da4e4501c,耗能队,pvp,小洛克,,进化之力,2026-4-16,2026-4-16,消耗对方能量，很恶心,蹦床松鼠,普通,沉默,"生命,物防,魔防",耀眼;休息回复;刺盾;突袭,獠牙猪,地,固执,"生命,物攻,物防",地刺;雪球;瞬间零度;暴风雪,奇丽花,首领,沉默,"生命,魔攻,魔防",纤维化;氧输送;叶绿光束;光能聚集,音速犬,电,开朗,"生命,物攻,速度",火云车;焚烧烙印;偷袭;过载回路,幽冥眼（闭眼的样子）,幽,胆小,"生命,魔攻,速度",报复;背袭;幽灵爆发;摇篮曲,圆号鱼,萌,沉默,"生命,魔防,速度",泡沫幻影;打湿;洗礼;甜心续航,True,
37ce93cb196f24e31c88fa24d339a93e,自用1,pvp,森亚露露葵,,进化之力,2026-4-16,2026-4-16,我是菜狗,白金独角兽,首领,胆小,"生命,魔攻,速度",折射;气泡;回旋风暴;追打,贝古斯,电,沉默,"生命,物防,魔防",燃尽;磁暴;有效预防;倾泻,冰钻布鲁斯,火,开朗,"生命,物攻,速度",先发制人;力量增效;冰雹;有效预防,黑猫巫师,首领,胆小,"生命,魔攻,速度",魔法增效;嗜痛;恐吓;魔能爆,圆号鱼,萌,胆小,"生命,魔攻,速度",洗礼;打湿;甜心续航;涌泉,秩序鱿墨,翼,开朗,"生命,物攻,速度",超级糖果;风墙;惊吓盒子;能量刃,True,
5634c1ff77785aeb9b5d03a213ce4657,冰队,pvp,薛定谔的drunk,,进化之力,2026-4-16,2026-4-16,随便,冰钻布鲁斯,冰,勇敢,"生命,物攻,魔防",力量增效;暴风雪;偷袭;先发制人,尖嘴狐仙,冰,固执,"生命,物攻,速度",火焰切割;焚烧烙印;冰墙;冬至,雪巨人,冰,固执,"生命,物攻,魔防",冰雹;一拳;惊吓盒子;报复,雪影娃娃,首领,固执,"生命,物攻,物防",冰墙;冬至;暴风雪;超级糖果,月牙雪熊,冰,固执,"生命,物攻,物防",先发制人;冰墙;鸣沙陷阱;冰雹,秩序鱿墨,翼,开朗,"生命,物攻,速度",风墙;幻象;能量刃;力量增效,True,
668aec0cbccf939afdd9e63515efe93c,冰队,pvp,薛定谔的drunk,,进化之力,2026-4-16,2026-4-16,随便,冰钻布鲁斯,冰,勇敢,"生命,物攻,魔防",力量增效;暴风雪;偷袭;先发制人,尖嘴狐仙,冰,固执,"生命,物攻,速度",火焰切割;焚烧烙印;冰墙;冬至,雪巨人,冰,固执,"生命,物攻,魔防",冰雹;一拳;惊吓盒子;报复,雪影娃娃,首领,固执,"生命,物攻,物防",冰墙;冬至;暴风雪;超级糖果,月牙雪熊,冰,固执,"生命,物攻,物防",先发制人;冰墙;鸣沙陷阱;冰雹,秩序鱿墨,翼,开朗,"生命,物攻,速度",风墙;幻象;能量刃;力量增效,True,
7badfbec1479f61a442bb9b828636acf,耗能队,pvp,小洛克,,进化之力,2026-4-16,2026-4-16,消耗对方能量，很恶心,蹦床松鼠,普通,沉默,"生命,物防,魔防",耀眼;休息回复;刺盾;突袭,獠牙猪,地,固执,"生命,物攻,物防",地刺;雪球;瞬间零度;暴风雪,奇丽花,首领,沉默,"生命,魔攻,魔防",纤维化;氧输送;叶绿光束;光能聚集,音速犬,电,开朗,"生命,物攻,速度",火云车;焚烧烙印;偷袭;过载回路,幽冥眼（闭眼的样子）,幽,胆小,"生命,魔攻,速度",报复;背袭;幽灵爆发;摇篮曲,圆号鱼,萌,沉默,"生命,魔防,速度",泡沫幻影;打湿;洗礼;甜心续航,True,
e2bbfe721f62c73834d1ee33cb1479be,地刺连接大脑 听桥代替思考,pvp,我真的会地刺的,,进化之力,2026-4-16,2026-4-16,打断流,波多西,机械,固执,"物攻,物防,魔防",地刺;齿轮切开;吓退;嗜痛,海豹船长,武,固执,"生命,物攻,速度",听桥;一拳;水刃;力量增效,瞌睡王,武,固执,"生命,物攻,物防",力量增效;斩断;有效预防;能量刃,棋绮后（白子）,首领,开朗,"物攻,物防,速度",影袭;听桥;有效预防;力量增效,食尘短绒,地,平和,"生命,物防,速度",沙涌;壁垒;地刺;倾泻,针叶巡林,草,固执,"生命,物攻,物防",防御;截拳;地刺;光合作用,True,
1027b4ecbd929f7027d36563e246ed39,星陨1,pvp,11122223333,,强化术,2026-4-15,2026-4-15,111,冰钻布鲁斯,地,固执,"生命,物攻,速度",先发制人;偷袭;冰雹;落石,怖哭菇,地,沉默,"生命,物防,魔防",错乱;冥想;星链;吓退,化蝶（平常的样子）,火,保守,"生命,魔攻,物防",引燃;破罐破摔;晒太阳;食腐,龙息帕尔,武,固执,"生命,物攻,速度",先发制人;极限撕裂;火云车;力量增效,落陨星兔,武,胆小,"生命,魔攻,速度",多维击打;灵光;化劲;吓退,秩序鱿墨,翼,开朗,"生命,物攻,速度",能量刃;风墙;倾泻;超级糖果,True,
13e43944c0da717facf8d8228c2038c8,状态冻伤,pvp,祁钰,,进化之力,2026-4-15,2026-4-15,pvp,冰钻布鲁斯,冰,忧郁,"生命,物攻,物防",力量增效;暴风雪;冰晶坠;冰雹,春花兔,草,沉默,"生命,物防,速度",富养化;汲取;芳香诱引;移花接木,尖嘴狐仙,火,忧郁,"生命,物防,速度",高温回火;冬至;火焰护盾;冰点,圣代甜甜（蓝莓巧克力口味）,冰,沉默,"生命,物防,速度",极寒领域;碎冰冰;冰点;霜天,水灵,水,冷静,"生命,魔攻,物防",魔法增效;潮汐;水炮;水泡盾,雪影娃娃,首领,忧郁,"生命,物攻,物防",冬至;冰点;冰墙;碎冰冰,True,
baa3d750c7c1da0df448e9d7ec1f5e1c,星陨1,pvp,11122223333,,强化术,2026-4-15,2026-4-15,111,冰钻布鲁斯,地,固执,"生命,物攻,速度",先发制人;偷袭;冰雹;落石,怖哭菇,地,沉默,"生命,物防,魔防",错乱;冥想;星链;吓退,化蝶（平常的样子）,火,保守,"生命,魔攻,物防",引燃;破罐破摔;晒太阳;食腐,龙息帕尔,武,固执,"生命,物攻,速度",先发制人;极限撕裂;火云车;力量增效,落陨星兔,武,胆小,"生命,魔攻,速度",多维击打;灵光;化劲;吓退,秩序鱿墨,翼,开朗,"生命,物攻,速度",能量刃;风墙;倾泻;超级糖果,True,
c2892f2f52ea8d685b5c8f40cfd99904,星陨1,pvp,11122223333,,强化术,2026-4-15,2026-4-15,111,冰钻布鲁斯,地,固执,"生命,物攻,速度",先发制人;偷袭;冰雹;落石,怖哭菇,地,沉默,"生命,物防,魔防",错乱;冥想;星链;吓退,化蝶（平常的样子）,火,保守,"生命,魔攻,物防",引燃;破罐破摔;晒太阳;食腐,龙息帕尔,武,固执,"生命,物攻,速度",先发制人;极限撕裂;火云车;力量增效,落陨星兔,武,胆小,"生命,魔攻,速度",多维击打;灵光;化劲;吓退,秩序鱿墨,翼,开朗,"生命,物攻,速度",能量刃;风墙;倾泻;超级糖果,True,
e061c850759619981298a9cd54e57d3e,猫猫队,pvp,一时天称,,进化之力,2026-4-15,2026-4-15,1,迪莫,机械,胆小,"生命,魔攻,速度",折射;棘突;光球;离子震荡,黑猫巫师,首领,胆小,"生命,魔攻,速度",魔法增效;魔能爆;嗜痛;彗星,梦想三三,萌,平和,"生命,物攻,物防",甜心续航;超级糖果;生日蛋糕;交叉闪电,魔力猫,草,沉默,"生命,物防,魔防",光合作用;光能聚集;纤维化;移花接木,怒目怂猫,武,平和,"生命,物攻,魔防",倾泻;截拳;有效预防;力量增效,朔夜伊芙,机械,开朗,"生命,魔攻,速度",缠丝劲;撕咬;等价交换;啮合传递,True,
f42790a6ca8d1e631e9edae147de09f0,大师千分雪天队,pvp,墨翊（洛克王国世界）,,进化之力,2026-4-15,2026-4-15,雪影首发觉醒看情况开天气，月牙熊和雪巨人是输出位，锤头罐联防机械和火系顺便给对方挂冻结，怕帕斯卡既是联防也是倾泻手，卡瓦重作为替补，可以用来抢天气。,锤头鹳,冰,沉默,"生命,物防,魔防",防御;洗礼;水炮;霜降,卡瓦重（雪山附近的样子）,冰,开朗,"生命,物防,速度",冬至;抽枝;防御;富养化,帕帕斯卡,机械,固执,"生命,物攻,速度",钢铁洪流;轴承支撑;倾泻;偷袭,雪巨人,冰,固执,"物攻,物防,魔防",雪替身;冰雹;一拳;惊吓盒子,雪影娃娃,首领,平和,"生命,物防,速度",冬至;暴风雪;超级糖果;冰墙,月牙雪熊,幻,固执,"生命,物攻,速度",冰天雪地;暴风雪;鸣沙陷阱;先发制人,True,
1c9ebdb5a9f1867476c7c6109c6b476b,冰队自用,pvp,风赤,,进化之力,2026-4-14,2026-4-14,一般雪影娃娃首发,尖嘴狐仙,冰,淘气,"生命,物防,魔防",火焰切割;冬至;火焰护盾;晒太阳,獠牙猪,冰,慎重,"生命,物防,魔防",地刺;滚雪球;雪球;冰爪,绒光优优,武,胆小,"生命,魔攻,速度",天光;流沙;贯手;硬化,雪影娃娃,冰,沉默,"生命,物防,魔防",甜心续航;冬至;冰墙;碎冰冰,椰浆布丁,水,保守,"生命,物攻,速度",泡沫幻影;水弹枪;阻断;冰墙,月牙雪熊,翼,固执,"生命,物攻,速度",吓退;风墙;先发制人;暴风雪,True,
